declaracion.situacionPatrimonial.datosGenerales.curp,declaracion.situacionPatrimonial.ingresos.totalIngresosAnualesNetos.valor
ZABM890503MVZVRY04,
ZABM890503MVZVRY04,1576464
ZARJ850323HDFYLL06,
ZABM890503MVZVRY04,357300
ZARJ850323HDFYLL06,1767780
ZABM890503MVZVRY04,1637244
ZABM890503MVZVRY04,1609536
ZABM890503MVZVRY04,1542828
PIVL881020MSNÑLS09,
ZABM890503MVZVRY04,1534032
PIVL881020MSNÑLS09,312605
PIVL881020MSNÑLS09,1106412
ZABM890503MVZVRY04,
PIVL881020MSNÑLS09,1066236
PIVL881020MSNÑLS09,1075068
PIVL881020MSNÑLS09,1098636
PIVL881020MSNÑLS09,986424
BADC810711MVZC L07,
PIVL881020MSNÑLS09,
BADC810711MVZC L07,1899220
BADC810711MVZC L07,4413900
BADC810711MVZC L07,5244864
BADC810711MVZC L07,5342328
LEOM710322HSNYRN06,
BADC810711MVZC L07,5104560
BADC810711MVZC L07,5572680
BADC810711MVZC L07,
LEOM710322HSNYRN06,126855
LEOM710322HSNYRN06,608904
LEOM710322HSNYRN06,608904
LEOM710322HSNYRN06,608904
LEOM710322HSNYRN06,608904
LEOM710322HSNYRN06,608904
LEOM710322HSNYRN06,
BANÁ891102MSNRRG03,1809312
BANÁ891102MSNRRG03,357780
BANÁ891102MSNRRG03,1750572
BANÁ891102MSNRRG03,
BANÁ891102MSNRRG03,1613448
NAVS810313HPURLN07,
BANÁ891102MSNRRG03,1613052
BANÁ891102MSNRRG03,1677864
BANÁ891102MSNRRG03,
NAVS810313HPURLN07,422355
NAVS810313HPURLN07,1612104
NAVS810313HPURLN07,1547088
NAVS810313HPURLN07,1628796
NAVS810313HPURLN07,1563432
DOKF710012MAGMRT07,
DOKF710012MAGMRT07,105560
NAVS810313HPURLN07,1717488
DOKF710012MAGMRT07,506688
DOKF710012MAGMRT07,506688
DOKF710012MAGMRT07,506688
DOKF710012MAGMRT07,506688
DOKF710012MAGMRT07,
LOBG741009MAGZNL04,
DOKF710012MAGMRT07,506688
NAVS810313HPURLN07,
LOBG741009MAGZNL04,608904
LOBG741009MAGZNL04,608904
LOBG741009MAGZNL04,126855
LOBG741009MAGZNL04,608904
LOBG741009MAGZNL04,608904
LOBG741009MAGZNL04,608904
LOBG741009MAGZNL04,
BLAF890209MDFLNR05,
BLAF890209MDFLNR05,768000
BLAF890209MDFLNR05,160000
BLAF890209MDFLNR05,768000
BLAF890209MDFLNR05,768000
BLAF890209MDFLNR05,768000
BLAF890209MDFLNR05,768000
BLAF890209MDFLNR05,
NAOA750211MVZVND01,
NAOA750211MVZVND01,1560500
NAOA750211MVZVND01,4716012
NAOA750211MVZVND01,5459328
NAOA750211MVZVND01,5458176
NAOA750211MVZVND01,4362756
NAOA750211MVZVND01,4291812
NAOA750211MVZVND01,
DOAV850426MDFMRL06,
DOAV850426MDFMRL06,267395
DOAV850426MDFMRL06,1209972
DOAV850426MDFMRL06,1153188
DOAV850426MDFMRL06,1082508
DOAV850426MDFMRL06,1111200
ESRA740618HSNQNN07,160000
DOAV850426MDFMRL06,1162572
ESRA740618HSNQNN07,768000
ESRA740618HSNQNN07,
ESRA740618HSNQNN07,768000
ESRA740618HSNQNN07,768000
ESRA740618HSNQNN07,768000
ESRA740618HSNQNN07,768000
DOAV850426MDFMRL06,
ESRA740618HSNQNN07,
PAGT841008MSNLRD09,1081872
PAGT841008MSNLRD09,263185
PAGT841008MSNLRD09,1151316
PAGT841008MSNLRD09,
PAGT841008MSNLRD09,1149144
PAQA820911MVZLN 04,
PAGT841008MSNLRD09,1143300
PAQA820911MVZLN 04,125000
PAQA820911MVZLN 04,600000
PAGT841008MSNLRD09,
PAGT841008MSNLRD09,1208700
PAQA820911MVZLN 04,600000
PAQA820911MVZLN 04,600000
PAQA820911MVZLN 04,600000
PAQA820911MVZLN 04,600000
SEAH720913MDFRGM06,608904
SEAH720913MDFRGM06,126855
SEAH720913MDFRGM06,
SEAH720913MDFRGM06,608904
SEAH720913MDFRGM06,608904
SEAH720913MDFRGM06,608904
SEAH720913MDFRGM06,608904
SEAH720913MDFRGM06,
PAQA820911MVZLN 04,
PIML740918HDFÑRS09,
PIML740918HDFÑRS09,2019925
PIML740918HDFÑRS09,6227100
PIML740918HDFÑRS09,7133292
PIML740918HDFÑRS09,6233748
PIML740918HDFÑRS09,6570660
BUGV770524HDFRNC01,
PIML740918HDFÑRS09,6547104
BUGV770524HDFRNC01,105560
BUGV770524HDFRNC01,506688
PIML740918HDFÑRS09,
BUGV770524HDFRNC01,506688
BUGV770524HDFRNC01,506688
BUGV770524HDFRNC01,506688
BUGV770524HDFRNC01,506688
PIAI780625HSNCDS04,
BUGV770524HDFRNC01,
PIAI780625HSNCDS04,126855
PIAI780625HSNCDS04,608904
PIAI780625HSNCDS04,608904
PIAI780625HSNCDS04,608904
PIAI780625HSNCDS04,608904
MIQG751116MAGRNL01,
PIAI780625HSNCDS04,608904
MIQG751116MAGRNL01,125000
MIQG751116MAGRNL01,600000
PIAI780625HSNCDS04,
MIQG751116MAGRNL01,600000
MIQG751116MAGRNL01,600000
MIQG751116MAGRNL01,600000
MIQG751116MAGRNL01,
ARBE711020HVZNRS06,
MIQG751116MAGRNL01,600000
ARBE711020HVZNRS06,366820
ARBE711020HVZNRS06,1611744
ARBE711020HVZNRS06,1668420
FIVN840222MSNGRC05,
ARBE711020HVZNRS06,1625232
ARBE711020HVZNRS06,1642068
FIVN840222MSNGRC05,1147128
ARBE711020HVZNRS06,1458324
FIVN840222MSNGRC05,1076220
ARBE711020HVZNRS06,
FIVN840222MSNGRC05,1016280
FIVN840222MSNGRC05,260780
FIVN840222MSNGRC05,1242792
OCAG830323HVZSMR04,1201284
FIVN840222MSNGRC05,1053336
FIVN840222MSNGRC05,
OCAG830323HVZSMR04,
OCAG830323HVZSMR04,302725
OCAG830323HVZSMR04,1226388
OCAG830323HVZSMR04,1196208
OCAG830323HVZSMR04,1331700
OCAG830323HVZSMR04,1137456
SOPD800315MAGLRN01,285540
SOPD800315MAGLRN01,1203540
SOPD800315MAGLRN01,
SOPD800315MAGLRN01,1242144
OCAG830323HVZSMR04,
SOPD800315MAGLRN01,1066056
SOPD800315MAGLRN01,1066008
COBM740410MVZLRR04,105560
SOPD800315MAGLRN01,1116504
COBM740410MVZLRR04,
COBM740410MVZLRR04,506688
COBM740410MVZLRR04,506688
SOPD800315MAGLRN01,
COBM740410MVZLRR04,506688
COBM740410MVZLRR04,506688
COBM740410MVZLRR04,506688
VEHJ740209MPURRS05,
VEHJ740209MPURRS05,506688
VEHJ740209MPURRS05,506688
VEHJ740209MPURRS05,105560
COBM740410MVZLRR04,
VEHJ740209MPURRS05,506688
VEHJ740209MPURRS05,506688
VEHJ740209MPURRS05,506688
VEHJ740209MPURRS05,
BAOR770207HDFTTF02,
BAOR770207HDFTTF02,383195
BAOR770207HDFTTF02,1702644
BAOR770207HDFTTF02,1514640
BAOR770207HDFTTF02,1504392
BAOR770207HDFTTF02,1630668
BAOR770207HDFTTF02,1665984
MAFG730313HPURLB08,264945
MAFG730313HPURLB08,
BAOR770207HDFTTF02,
MAFG730313HPURLB08,1200192
MAFG730313HPURLB08,1136292
MAFG730313HPURLB08,1053288
OJRB801007MSNDVN02,
MAFG730313HPURLB08,1012392
OJRB801007MSNDVN02,1009680
OJRB801007MSNDVN02,273325
MAFG730313HPURLB08,1134696
OJRB801007MSNDVN02,1277820
OJRB801007MSNDVN02,1153272
OJRB801007MSNDVN02,1215468
MAFG730313HPURLB08,
CATC870411HPUSVR01,
CATC870411HPUSVR01,356860
CATC870411HPUSVR01,1649292
OJRB801007MSNDVN02,1210368
OJRB801007MSNDVN02,
CATC870411HPUSVR01,1753284
CATC870411HPUSVR01,1634628
CATC870411HPUSVR01,1750008
CATC870411HPUSVR01,1731996
CATC870411HPUSVR01,
DÍAD770303HVZZNV07,1459920
DÍAD770303HVZZNV07,5410884
DÍAD770303HVZZNV07,4435620
DÍAD770303HVZZNV07,5048472
DÍAD770303HVZZNV07,
VISM740010MAGLLR01,
DÍAD770303HVZZNV07,4733028
DÍAD770303HVZZNV07,4474584
DÍAD770303HVZZNV07,
VISM740010MAGLLR01,2074790
VISM740010MAGLLR01,7106640
VISM740010MAGLLR01,5992692
VISM740010MAGLLR01,7150200
VISM740010MAGLLR01,7160580
VISM740010MAGLLR01,6511896
ULSM890206MAGBTR01,1771680
ULSM890206MAGBTR01,
VISM740010MAGLLR01,
ULSM890206MAGBTR01,359575
ULSM890206MAGBTR01,1571544
ULSM890206MAGBTR01,1671984
ULSM890206MAGBTR01,
ULSM890206MAGBTR01,1691148
ULSM890206MAGBTR01,1577712
BALF770220HPUÑNL02,
BALF770220HPUÑNL02,1857340
BALF770220HPUÑNL02,4900800
LOMI710126HVZZCS07,
BALF770220HPUÑNL02,5756364
LOMI710126HVZZCS07,105560
BALF770220HPUÑNL02,4692192
BALF770220HPUÑNL02,5600448
LOMI710126HVZZCS07,506688
LOMI710126HVZZCS07,506688
BALF770220HPUÑNL02,5221776
BALF770220HPUÑNL02,
LOMI710126HVZZCS07,506688
LOMI710126HVZZCS07,506688
URKS770008MDFÑML07,
LOMI710126HVZZCS07,
URKS770008MDFÑML07,1455020
URKS770008MDFÑML07,4800408
LOMI710126HVZZCS07,506688
URKS770008MDFÑML07,4534908
URKS770008MDFÑML07,4817400
HUDJ750405HVZRLL05,160000
URKS770008MDFÑML07,
URKS770008MDFÑML07,4510752
HUDJ750405HVZRLL05,
HUDJ750405HVZRLL05,768000
URKS770008MDFÑML07,5260224
HUDJ750405HVZRLL05,768000
HUDJ750405HVZRLL05,768000
HUDJ750405HVZRLL05,768000
HUDJ750405HVZRLL05,768000
ROYA890414MVZSND06,1870885
ROYA890414MVZSND06,6288180
HUDJ750405HVZRLL05,
ROYA890414MVZSND06,
ROYA890414MVZSND06,5942760
ROYA890414MVZSND06,6910896
ROYA890414MVZSND06,5574624
ROYA890414MVZSND06,6425052
ROYA890414MVZSND06,
RAPC830118MSNMGN02,1895385
RAPC830118MSNMGN02,6874008
RAPC830118MSNMGN02,5291532
RAPC830118MSNMGN02,6592716
RAPC830118MSNMGN02,5950332
RAPC830118MSNMGN02,
RAPC830118MSNMGN02,6282744
COGÁ780020HSNRSG06,
COGÁ780020HSNRSG06,160000
COGÁ780020HSNRSG06,768000
COGÁ780020HSNRSG06,768000
RAPC830118MSNMGN02,
COGÁ780020HSNRSG06,768000
COGÁ780020HSNRSG06,768000
OSRD800108HDFRJR05,1237620
OSRD800108HDFRJR05,
COGÁ780020HSNRSG06,
COGÁ780020HSNRSG06,768000
OSRD800108HDFRJR05,280080
OSRD800108HDFRJR05,1038348
OSRD800108HDFRJR05,1056204
OSRD800108HDFRJR05,1210656
OSRD800108HDFRJR05,1117680
TRAE890704MAGRSC09,1882460
TRAE890704MAGRSC09,
TRAE890704MAGRSC09,5463384
TRAE890704MAGRSC09,4990584
OSRD800108HDFRJR05,
TRAE890704MAGRSC09,5112744
TRAE890704MAGRSC09,5499288
ACMD880226HSNSTN02,
TRAE890704MAGRSC09,4765560
ACMD880226HSNSTN02,362075
TRAE890704MAGRSC09,
ACMD880226HSNSTN02,1680216
ACMD880226HSNSTN02,1642344
ACMD880226HSNSTN02,1607592
ACMD880226HSNSTN02,
ACMD880226HSNSTN02,1771824
BOKI850303HVZNRB03,
ACMD880226HSNSTN02,1651956
BOKI850303HVZNRB03,2060195
BOKI850303HVZNRB03,6016560
BOKI850303HVZNRB03,6136968
BOKI850303HVZNRB03,6426816
BOKI850303HVZNRB03,5856192
BOKI850303HVZNRB03,6528912
BAVA720105MSNNRD04,263685
BAVA720105MSNNRD04,
BAVA720105MSNNRD04,1235460
BOKI850303HVZNRB03,
BAVA720105MSNNRD04,1295304
BAVA720105MSNNRD04,1252248
BAVA720105MSNNRD04,1274556
BAVA720105MSNNRD04,1369944
KATC700015HSNRRL03,125000
KATC700015HSNRRL03,
KATC700015HSNRRL03,600000
KATC700015HSNRRL03,600000
BAVA720105MSNNRD04,
KATC700015HSNRRL03,600000
DOPM750527HAGMRR07,
KATC700015HSNRRL03,
KATC700015HSNRRL03,600000
KATC700015HSNRRL03,600000
DOPM750527HAGMRR07,125000
DOPM750527HAGMRR07,600000
DOPM750527HAGMRR07,600000
DOPM750527HAGMRR07,600000
DOPM750527HAGMRR07,600000
DOPM750527HAGMRR07,600000
ESMS851025HDFCLN05,
ESMS851025HDFCLN05,1636660
DOPM750527HAGMRR07,
ESMS851025HDFCLN05,5521728
ESMS851025HDFCLN05,6054384
ESMS851025HDFCLN05,5330172
CAAA810322MPUSMT03,
CAAA810322MPUSMT03,437955
CAAA810322MPUSMT03,1668168
ESMS851025HDFCLN05,4533852
ESMS851025HDFCLN05,5362536
CAAA810322MPUSMT03,1545072
CAAA810322MPUSMT03,1629492
CAAA810322MPUSMT03,1529436
CAAA810322MPUSMT03,1623312
ESMS851025HDFCLN05,
SUVS720915HAGRLL02,160000
SUVS720915HAGRLL02,768000
CAAA810322MPUSMT03,
SUVS720915HAGRLL02,
SUVS720915HAGRLL02,768000
SUVS720915HAGRLL02,768000
SUVS720915HAGRLL02,768000
SUVS720915HAGRLL02,768000
QUGA841101MDFNSL03,105560
QUGA841101MDFNSL03,506688
SUVS720915HAGRLL02,
QUGA841101MDFNSL03,
QUGA841101MDFNSL03,506688
QUGA841101MDFNSL03,506688
QUGA841101MDFNSL03,506688
QUGA841101MDFNSL03,506688
ÁVCE880106HPULSN08,
QUGA841101MDFNSL03,
ÁVCE880106HPULSN08,402875
ÁVCE880106HPULSN08,1502856
ÁVCE880106HPULSN08,1571856
ÁVCE880106HPULSN08,1583292
ÁVCE880106HPULSN08,1682160
BERN880309MPULDC01,
ÁVCE880106HPULSN08,1625784
BERN880309MPULDC01,608904
BERN880309MPULDC01,126855
BERN880309MPULDC01,608904
BERN880309MPULDC01,608904
BERN880309MPULDC01,608904
ÁVCE880106HPULSN08,
BERN880309MPULDC01,608904
BERN880309MPULDC01,
CAVR890623HVZDLM08,
CAVR890623HVZDLM08,600000
CAVR890623HVZDLM08,600000
CAVR890623HVZDLM08,125000
CAVR890623HVZDLM08,600000
CAVR890623HVZDLM08,600000
CAVR890623HVZDLM08,600000
CAEY701127MAGRTL06,1750850
CAVR890623HVZDLM08,
CAEY701127MAGRTL06,4993788
CAEY701127MAGRTL06,4987332
CAEY701127MAGRTL06,5458932
CAEY701127MAGRTL06,
CAEY701127MAGRTL06,
CAEY701127MAGRTL06,5564436
XACE860823MDFCJL08,
XACE860823MDFCJL08,506688
CAEY701127MAGRTL06,5480880
XACE860823MDFCJL08,506688
XACE860823MDFCJL08,506688
XACE860823MDFCJL08,506688
ROCA900530MYNDLL04,
ROCM780403HYNDLN05,
XACE860823MDFCJL08,506688
XACE860823MDFCJL08,
RASS830513MDFNLM04,
ROCA900530MYNDLL04,
RASS830513MDFNLM04,5332572
RASS830513MDFNLM04,1760760
RASS830513MDFNLM04,6489888
BUDM800108HVZRLR07,2154030
RASS830513MDFNLM04,5926164
BUDM800108HVZRLR07,5969520
XACE860823MDFCJL08,105560
BUDM800108HVZRLR07,
BUDM800108HVZRLR07,5778528
BUDM800108HVZRLR07,6370836
RASS830513MDFNLM04,
RASS830513MDFNLM04,6123648
RASS830513MDFNLM04,5970432
BUDM800108HVZRLR07,7713996
BUDM800108HVZRLR07,6472860
ESHH790309HDFCRM06,
BUDM800108HVZRLR07,
ESHH790309HDFCRM06,266875
ESHH790309HDFCRM06,1060632
ESHH790309HDFCRM06,1164444
ESHH790309HDFCRM06,1155336
ESHH790309HDFCRM06,1033824
ESHH790309HDFCRM06,1298472
VEVL710216HSNRLS07,
ESHH790309HDFCRM06,
VEVL710216HSNRLS07,356320
VEVL710216HSNRLS07,1197060
VEVL710216HSNRLS07,1263336
VEVL710216HSNRLS07,1289016
MACA771018MSNNLT06,160000
VEVL710216HSNRLS07,1107648
VEVL710216HSNRLS07,1368852
MACA771018MSNNLT06,
MACA771018MSNNLT06,768000
VEVL710216HSNRLS07,
MACA771018MSNNLT06,768000
MACA771018MSNNLT06,768000
MACA771018MSNNLT06,768000
BAVA810424HAGRLC08,2003460
MACA771018MSNNLT06,
MACA771018MSNNLT06,768000
BAVA810424HAGRLC08,4547784
BAVA810424HAGRLC08,
BAVA810424HAGRLC08,5529132
BAVA810424HAGRLC08,4828668
BAVA810424HAGRLC08,
BAVA810424HAGRLC08,4588488
JAJA740927MPUMSX09,298205
JAJA740927MPUMSX09,
BAVA810424HAGRLC08,4947660
JAJA740927MPUMSX09,1225524
JAJA740927MPUMSX09,1160424
JAJA740927MPUMSX09,1120716
JAJA740927MPUMSX09,1028340
MALS820009HAGRZS05,
MALS820009HAGRZS05,1824725
JAJA740927MPUMSX09,
JAJA740927MPUMSX09,1233744
MALS820009HAGRZS05,5805372
MALS820009HAGRZS05,6248340
MALS820009HAGRZS05,6744312
MALS820009HAGRZS05,6354444
SEFM790505HDFRRR09,273140
SEFM790505HDFRRR09,
SEFM790505HDFRRR09,1248000
MALS820009HAGRZS05,
MALS820009HAGRZS05,6518340
SEFM790505HDFRRR09,1265472
SEFM790505HDFRRR09,1314516
SEFM790505HDFRRR09,1253148
SEFM790505HDFRRR09,1212084
SEFM790505HDFRRR09,
JÁKL710418HPUQNC08,160000
JÁKL710418HPUQNC08,
JÁKL710418HPUQNC08,768000
JÁKL710418HPUQNC08,768000
JÁKL710418HPUQNC08,768000
JÁKL710418HPUQNC08,768000
JÁKL710418HPUQNC08,768000
JÁKL710418HPUQNC08,
CABB850512HDFRRR07,290630
CABB850512HDFRRR07,
CABB850512HDFRRR07,1123668
CABB850512HDFRRR07,1248480
CABB850512HDFRRR07,1093584
CABB850512HDFRRR07,1164684
CABB850512HDFRRR07,1152684
CABB850512HDFRRR07,
TATO840205MSNMLT04,
TATO840205MSNMLT04,1596760
TATO840205MSNMLT04,5696964
TATO840205MSNMLT04,5792520
TATO840205MSNMLT04,5313192
TATO840205MSNMLT04,
FACP720813MDFJRL03,1840715
TATO840205MSNMLT04,5508348
FACP720813MDFJRL03,
TATO840205MSNMLT04,5429136
FACP720813MDFJRL03,5372352
FACP720813MDFJRL03,4523892
FACP720813MDFJRL03,4897404
FACP720813MDFJRL03,5463336
FACP720813MDFJRL03,
CÓTD820821HPURJL04,4805100
FACP720813MDFJRL03,5206764
CÓTD820821HPURJL04,
CÓTD820821HPURJL04,1469860
CÓTD820821HPURJL04,4774812
CÓTD820821HPURJL04,4681428
CÓTD820821HPURJL04,4701972
CÓTD820821HPURJL04,5685396
ALGM860901MAGMLX06,
ALGM860901MAGMLX06,105560
ALGM860901MAGMLX06,506688
ALGM860901MAGMLX06,506688
ALGM860901MAGMLX06,506688
ALGM860901MAGMLX06,506688
ALGM860901MAGMLX06,506688
YUKN820311MVZNNR09,
CÓTD820821HPURJL04,
YUKN820311MVZNNR09,331600
ALGM860901MAGMLX06,
YUKN820311MVZNNR09,1419828
YUKN820311MVZNNR09,1203432
YUKN820311MVZNNR09,1355244
ARPR840202MAGRZF05,600000
YUKN820311MVZNNR09,1207488
YUKN820311MVZNNR09,1143036
ARPR840202MAGRZF05,
ARPR840202MAGRZF05,600000
ARPR840202MAGRZF05,600000
ARPR840202MAGRZF05,125000
YUKN820311MVZNNR09,
ARPR840202MAGRZF05,600000
ARPR840202MAGRZF05,600000
ROBD720508MVZMLL06,
ROBD720508MVZMLL06,105560
ROBD720508MVZMLL06,506688
ROBD720508MVZMLL06,506688
ROBD720508MVZMLL06,506688
ROBD720508MVZMLL06,506688
ARPR840202MAGRZF05,
KYML770007MSNYDL08,
ROBD720508MVZMLL06,506688
KYML770007MSNYDL08,427760
ROBD720508MVZMLL06,
KYML770007MSNYDL08,1537008
KYML770007MSNYDL08,1554132
KYML770007MSNYDL08,1445556
TICG720827HVZRDL08,160000
KYML770007MSNYDL08,1715652
TICG720827HVZRDL08,768000
KYML770007MSNYDL08,
TICG720827HVZRDL08,768000
KYML770007MSNYDL08,1779072
TICG720827HVZRDL08,
TICG720827HVZRDL08,768000
TICG720827HVZRDL08,768000
TICG720827HVZRDL08,768000
TICG720827HVZRDL08,
PEDA730214MPUDL 01,
PEDA730214MPUDL 01,278495
PEDA730214MPUDL 01,1303500
PEDA730214MPUDL 01,1275216
PEDA730214MPUDL 01,1349592
PEDA730214MPUDL 01,1171740
PEDA730214MPUDL 01,1086300
JARM740620HSNMLR06,
PEDA730214MPUDL 01,
JARM740620HSNMLR06,377235
JARM740620HSNMLR06,1686696
JARM740620HSNMLR06,1562460
JARM740620HSNMLR06,1555068
JARM740620HSNMLR06,1667268
JARM740620HSNMLR06,1511772
JARM740620HSNMLR06,
ONPJ750912HPUTLS03,
ONPJ750912HPUTLS03,1790355
ONPJ750912HPUTLS03,5323284
ONPJ750912HPUTLS03,5041944
ONPJ750912HPUTLS03,5020956
ONPJ750912HPUTLS03,5873028
ONPJ750912HPUTLS03,5222088
RORS870217MDFYCR06,298080
RORS870217MDFYCR06,
ONPJ750912HPUTLS03,
RORS870217MDFYCR06,1142028
RORS870217MDFYCR06,1051044
RORS870217MDFYCR06,1172004
RORS870217MDFYCR06,1067292
RORS870217MDFYCR06,964776
MOKS730112MVZTRL03,355770
RORS870217MDFYCR06,
MOKS730112MVZTRL03,1554396
MOKS730112MVZTRL03,1628880
MOKS730112MVZTRL03,1575624
MOKS730112MVZTRL03,1587732
MOKS730112MVZTRL03,1726608
MORT870220HPUNGD04,
MORT870220HPUNGD04,442370
MORT870220HPUNGD04,1673496
MOKS730112MVZTRL03,
MORT870220HPUNGD04,1593636
MORT870220HPUNGD04,1689720
MORT870220HPUNGD04,1692948
MORT870220HPUNGD04,1499484
MORT870220HPUNGD04,
MOKS730112MVZTRL03,
GOLC700816MDFLRN04,160000
GOLC700816MDFLRN04,768000
GOLC700816MDFLRN04,768000
GOLC700816MDFLRN04,768000
GOLC700816MDFLRN04,
GOLC700816MDFLRN04,768000
GOLC700816MDFLRN04,768000
DÍMM780801HVZZDT05,
GOLC700816MDFLRN04,
DÍMM780801HVZZDT05,5076528
DÍMM780801HVZZDT05,1705205
DÍMM780801HVZZDT05,5539392
DÍMM780801HVZZDT05,5567844
DÍMM780801HVZZDT05,4375776
PAAA710509HSNTND09,
DÍMM780801HVZZDT05,
PAAA710509HSNTND09,267595
DÍMM780801HVZZDT05,4906824
PAAA710509HSNTND09,1194540
PAAA710509HSNTND09,1102176
PAAA710509HSNTND09,1121820
PAAA710509HSNTND09,1081656
PAAA710509HSNTND09,1114500
APZL860412HDFNBS08,
PAAA710509HSNTND09,
APZL860412HDFNBS08,1389290
APZL860412HDFNBS08,5171016
APZL860412HDFNBS08,4925580
DEYC890715HVZLNS08,
APZL860412HDFNBS08,5401500
APZL860412HDFNBS08,4409940
APZL860412HDFNBS08,4451508
DEYC890715HVZLNS08,232180
DEYC890715HVZLNS08,1167360
DEYC890715HVZLNS08,1058736
DEYC890715HVZLNS08,1078476
APZL860412HDFNBS08,
DEYC890715HVZLNS08,1246704
BARM870101MPUHDR04,
DEYC890715HVZLNS08,
DEYC890715HVZLNS08,1203660
BARM870101MPUHDR04,506688
BARM870101MPUHDR04,506688
BARM870101MPUHDR04,506688
BARM870101MPUHDR04,506688
BARM870101MPUHDR04,105560
BARM870101MPUHDR04,506688
BARM870101MPUHDR04,
CAQE830920HVZNRL03,1771790
CAQE830920HVZNRL03,
CAQE830920HVZNRL03,4507884
CAQE830920HVZNRL03,5116620
CAQE830920HVZNRL03,4503564
CAQE830920HVZNRL03,4996668
CAQE830920HVZNRL03,5190996
CAQE830920HVZNRL03,
PAMM851126MDFBNR08,
PAMM851126MDFBNR08,1494570
PAMM851126MDFBNR08,5624760
PAMM851126MDFBNR08,5264880
PAMM851126MDFBNR08,6130932
PAMM851126MDFBNR08,6465048
NAGJ750027HSNVRS09,
PAMM851126MDFBNR08,6492000
NAGJ750027HSNVRS09,105560
PAMM851126MDFBNR08,
NAGJ750027HSNVRS09,506688
NAGJ750027HSNVRS09,506688
NAGJ750027HSNVRS09,506688
NAGJ750027HSNVRS09,506688
NAGJ750027HSNVRS09,506688
MOBM830715HSNNNR05,160000
MOBM830715HSNNNR05,768000
MOBM830715HSNNNR05,
NAGJ750027HSNVRS09,
MOBM830715HSNNNR05,768000
MOBM830715HSNNNR05,768000
MOBM830715HSNNNR05,768000
MOBM830715HSNNNR05,768000
MOBM830715HSNNNR05,
CAJA780006MAGLM 02,
CAJA780006MAGLM 02,1879480
CAJA780006MAGLM 02,6192000
CAJA780006MAGLM 02,6363024
CAJA780006MAGLM 02,7181424
CAJA780006MAGLM 02,6614520
COEV770707MDFRCC03,
CAJA780006MAGLM 02,6198876
CAJA780006MAGLM 02,
COEV770707MDFRCC03,608904
COEV770707MDFRCC03,126855
COEV770707MDFRCC03,608904
COEV770707MDFRCC03,608904
COEV770707MDFRCC03,608904
CACC750327HVZNRR05,125000
COEV770707MDFRCC03,
CACC750327HVZNRR05,
COEV770707MDFRCC03,608904
CACC750327HVZNRR05,600000
CACC750327HVZNRR05,600000
CACC750327HVZNRR05,600000
CACC750327HVZNRR05,600000
RIPD720224MDFNGL06,
CACC750327HVZNRR05,600000
RIPD720224MDFNGL06,160000
RIPD720224MDFNGL06,768000
CACC750327HVZNRR05,
RIPD720224MDFNGL06,768000
RIPD720224MDFNGL06,768000
RIPD720224MDFNGL06,768000
RIPD720224MDFNGL06,
RIPD720224MDFNGL06,768000
MOLM740013MAGNYR02,
MOLM740013MAGNYR02,6064404
MOLM740013MAGNYR02,1585455
MOLM740013MAGNYR02,4698372
ATOC710706HSNNTR04,
MOLM740013MAGNYR02,5814432
MOLM740013MAGNYR02,5520816
ATOC710706HSNNTR04,339620
ATOC710706HSNNTR04,1645608
ATOC710706HSNNTR04,1648968
MOLM740013MAGNYR02,4903608
ATOC710706HSNNTR04,
MOLM740013MAGNYR02,
ATOC710706HSNNTR04,1639440
HOME850912HAGLJS09,
ATOC710706HSNNTR04,1638120
HOME850912HAGLJS09,289100
HOME850912HAGLJS09,984672
ATOC710706HSNNTR04,1690764
HOME850912HAGLJS09,1140588
HOME850912HAGLJS09,1133292
HOME850912HAGLJS09,1266132
BEMV740026HDFCRC03,
BEMV740026HDFCRC03,1690940
HOME850912HAGLJS09,1109508
HOME850912HAGLJS09,
BEMV740026HDFCRC03,4696392
BEMV740026HDFCRC03,5330724
BEMV740026HDFCRC03,4892688
BEMV740026HDFCRC03,5144280
KALD700501HDFNYL05,343310
BEMV740026HDFCRC03,5025324
BEMV740026HDFCRC03,
KALD700501HDFNYL05,1539552
KALD700501HDFNYL05,1524108
KALD700501HDFNYL05,
KALD700501HDFNYL05,1667400
KALD700501HDFNYL05,1648932
PRAP740801HAGRNL06,
KALD700501HDFNYL05,1568196
PRAP740801HAGRNL06,350210
KALD700501HDFNYL05,
PRAP740801HAGRNL06,1578744
PRAP740801HAGRNL06,1710444
PRAP740801HAGRNL06,1690812
GUSJ890720HVZJGS07,
PRAP740801HAGRNL06,1674732
GUSJ890720HVZJGS07,126855
PRAP740801HAGRNL06,1683720
GUSJ890720HVZJGS07,608904
GUSJ890720HVZJGS07,608904
PRAP740801HAGRNL06,
GUSJ890720HVZJGS07,608904
GUSJ890720HVZJGS07,608904
GUSJ890720HVZJGS07,608904
VIZT860416HAGLMM05,125000
GUSJ890720HVZJGS07,
VIZT860416HAGLMM05,600000
VIZT860416HAGLMM05,600000
VIZT860416HAGLMM05,600000
VIZT860416HAGLMM05,600000
VIZT860416HAGLMM05,600000
VIZT860416HAGLMM05,
VIZT860416HAGLMM05,
AMVM790302MAGDLR04,1728155
AMVM790302MAGDLR04,
AMVM790302MAGDLR04,4942596
AMVM790302MAGDLR04,5053572
